,Name,SMILES,Molweight,calcPM1,calcPM2,calcPM3,calcNPR1,calcNPR2,calcCrippenLopP,calcCrippenMR,calcLipinskiFractionCSP3,calcLipinskiHeavyAtomCount,calcLipinskiNHOHCount,calcLipinskiNOCount,calcLipinskiNumAliphaticCarbocycles,calcLipinskiNumAliphaticHeterocycles,calcLipinskiNumAliphaticRings,calcLipinskiNumAromaticCarbocycles,calcLipinskiNumAromaticHeterocycles,calcLipinskiNumAromaticRings,calcLipinskiNumHAcceptors,calcLipinskiNumHDonors,calcLipinskiNumHeteroatoms,calcLipinskiNumRotatableBonds,calcLipinskiNumSaturatedCarbocycles,calcLipinskiNumSaturatedHeterocycles,calcLipinskiNumSaturatedRings,calcLipinskiRingCount,calcAsphericity,calcEccentricity,calcInertialShapeFactor,calcRadiusOfGyration,calcSpherocityIndex,calcTPSA
0,,,286.154209196,602.8890284344217,3093.597575288892,3548.187974223973,0.16991462482093553,0.8718809707271766,1.0922999999999998,79.74990000000001,0.5,21,4,7,2,0,2,0,2,2,7,3,7,4,1,0,1,4,0.5748300791544371,0.9854587866937717,0.0014461715665837732,3.6750995262443182,0.06342961147115524,101.88
1,,,391.25112929600004,719.590555226007,7497.385181513659,7726.635516971858,0.093131163446936,0.970329862854972,5.9694000000000065,114.85400000000008,0.6153846153846154,29,0,3,4,0,4,0,1,1,3,0,3,2,2,0,2,5,0.748152684624948,0.99565384868187,0.0013484471909865651,4.716940530965976,0.09624811153524417,39.19
2,,,181.040878832,229.66954813103888,957.4362117289893,1021.7277986797219,0.22478545501827218,0.9370756212820965,-0.5995999999999997,39.71630000000001,0.8,11,2,5,0,0,0,0,0,0,3,2,6,4,0,0,0,0,0.4759774225806153,0.974408281580277,0.0040801039097592695,2.547900294453622,0.24070421486993515,83.47
3,,,645.2480135359999,2415.0106355407133,20435.19390887668,21502.718942589443,0.1123118728375049,0.9503539512113343,-8.564500000000002,137.73510000000005,0.92,44,14,19,1,3,4,0,0,0,19,14,19,9,0,3,3,4,0.7017218394892561,0.9936730061844953,0.00039351957180865706,6.068099252606483,0.087818670995215,321.17
4,,,336.204907376,963.484390073812,6002.592910099584,6656.446793255591,0.14474454915647017,0.9017713348481202,2.3655,94.62470000000005,0.5555555555555556,24,3,6,0,0,0,1,0,1,5,3,6,10,0,0,0,1,0.6275687676111351,0.9894690573683899,0.0009359480487058394,4.701017207434484,0.06538819799549639,87.66000000000001
5,,,353.08993719999995,1605.8444851934605,3972.7083376570936,4702.511021297494,0.34148659682468613,0.8448057473262366,3.517800000000003,94.38620000000004,0.15789473684210525,26,1,7,0,0,0,2,1,3,6,1,7,5,0,0,0,3,0.2975205177532218,0.9398866443295673,0.0005260819183399696,3.898619116616983,0.24292223430372314,110.65
6,,,326.14528432399993,2089.0885465110064,2202.104073175326,4187.922222113351,0.4988365198092885,0.5258225813143392,4.4436000000000035,97.18850000000008,0.3157894736842105,23,0,3,0,1,1,2,0,2,4,0,4,5,0,0,0,3,0.23259764505512406,0.8666960981246872,0.000251699518525683,3.732648840772577,0.03864197017375794,23.55
7,,,326.145284324,1526.2104943143986,2287.22197615796,3659.837637167603,0.41701590223973795,0.6249517609551858,4.442000000000005,97.16650000000006,0.3157894736842105,23,0,3,0,1,1,2,0,2,4,0,4,4,0,0,0,3,0.2512303095517319,0.9088991898330514,0.0004094794022733577,3.5042672135407376,0.06342454581296354,23.550000000000004
8,,,151.063328528,109.93067007080514,907.9870126946397,1017.9173925923172,0.10799566926629095,0.8920046157992062,1.3505999999999998,42.41050000000002,0.125,11,2,3,0,0,0,1,0,1,2,2,3,1,0,0,0,1,0.711002175967807,0.9941513644409115,0.008114247054299549,2.67651669482278,4.197838711116523e-07,49.33
9,,,221.988132052,225.208082675875,1601.9362585076885,1724.7956047279097,0.13057088159231603,0.9287687504052966,-0.8561000000000003,45.5859,0.25,13,3,7,0,0,0,0,1,1,6,2,9,2,0,0,0,1,0.6593446704304271,0.9914389768816866,0.004124047145066296,2.8660710437587875,0.08362910158970763,115.03999999999999
10,,,59.01385291591001,36.81446246410695,41.87508853187707,78.68955096492783,0.46784435814756736,0.5321556422470999,-1.2438,10.681000000000001,0.5,4,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0.253101955649673,0.8838108714818406,0.014455070280217629,1.1851872787721045,6.761831630538922e-10,40.129999999999995
11,,,324.11437811999997,1341.8242090693057,3362.0036850488073,4325.404903590168,0.31021932951423026,0.7772691250842853,2.2098000000000004,82.17270000000005,0.4666666666666667,22,2,6,1,0,1,1,0,1,4,2,7,4,1,0,1,2,0.34126149913175496,0.9506650133436811,0.0005792630061603987,3.852129189617561,0.12130484344818944,92.34
12,,,75.0320284,39.85899373165799,104.94593048185337,144.62965113702805,0.2755935136280869,0.7256183614964493,-0.4882999999999999,15.603200000000001,0.5,5,2,3,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0.4008003352580804,0.9612742664016994,0.018204633222341667,1.437564854050619,0.0018291390901506994,49.33
13,,,411.198048168,2134.2315505375645,6552.738476708789,8451.662477746202,0.25252209919138874,0.7753194704547882,3.491900000000003,118.60030000000008,0.43478260869565216,29,1,5,0,2,2,2,0,2,6,1,6,7,0,1,1,4,0.4292272815206689,0.9675911271916328,0.00036327804743562284,4.734223811677216,0.04142579931871939,47.02000000000001
