,Name,SMILES,Molweight,calcPM1,calcPM2,calcPM3,calcNPR1,calcNPR2,calcCrippenLopP,calcCrippenMR,calcLipinskiFractionCSP3,calcLipinskiHeavyAtomCount,calcLipinskiNHOHCount,calcLipinskiNOCount,calcLipinskiNumAliphaticCarbocycles,calcLipinskiNumAliphaticHeterocycles,calcLipinskiNumAliphaticRings,calcLipinskiNumAromaticCarbocycles,calcLipinskiNumAromaticHeterocycles,calcLipinskiNumAromaticRings,calcLipinskiNumHAcceptors,calcLipinskiNumHDonors,calcLipinskiNumHeteroatoms,calcLipinskiNumRotatableBonds,calcLipinskiNumSaturatedCarbocycles,calcLipinskiNumSaturatedHeterocycles,calcLipinskiNumSaturatedRings,calcLipinskiRingCount,calcAsphericity,calcEccentricity,calcInertialShapeFactor,calcRadiusOfGyration,calcSpherocityIndex
25,,,1162.692148132,19112.648791588264,34228.32891655691,37378.693410887194,0.5113246892150963,0.9157176400014911,-0.6140000000000176,284.64659999999947,1.0,79,2,27,0,0,0,0,0,0,27,2,27,76,0,0,0,0,0.1390164972163063,0.8593876088233325,4.7911602938286134e-05,6.552269261428378,0.531573955145519
26,,,1206.7183628799999,21526.568847460167,33688.61748583841,43002.22449062096,0.5005919833787956,0.7834156926739011,-0.5974000000000208,295.46559999999977,1.0,82,2,28,0,0,0,0,0,0,28,2,28,79,0,0,0,0,0.144270141800211,0.86568335214262,3.639296620958398e-05,6.692091259042603,0.3693894829972629
27,,,1250.744577628,23622.662894434125,30504.599802088203,42170.516897697526,0.5601701053781464,0.7233631941503124,-0.580800000000024,306.2846,1.0,85,2,29,0,0,0,0,0,0,29,2,29,82,0,0,0,0,0.11376310627882012,0.8283776029327665,3.062157714322496e-05,6.508663166110972,0.3747113949486564
28,,,1294.770792376,29508.70115885654,36631.315533007044,51963.95369998512,0.5678686677542973,0.7049370366330985,-0.5642000000000271,317.10360000000026,1.0,88,2,30,0,0,0,0,0,0,30,2,30,85,0,0,0,0,0.11328201407519124,0.8231191749576482,2.3889124527648807e-05,7.084371914300283,0.3621836706823795
29,,,1338.7970071239997,29984.55866316511,39990.275479053984,54827.253456026025,0.5468914959822692,0.729386809629777,-0.5476000000000303,327.9226000000005,1.0,91,2,31,0,0,0,0,0,0,31,2,31,88,0,0,0,0,0.12036930996124373,0.8372034947503956,2.4325414218145584e-05,7.161711878858213,0.36716152974989735
30,,,1382.8232218719995,28860.213183874486,36859.99773723894,49588.468000574925,0.5819944504746524,0.7433179370818955,-0.5310000000000337,338.74160000000074,1.0,94,2,32,0,0,0,0,0,0,32,2,32,91,0,0,0,0,0.09862613522369507,0.8131927567414182,2.5755802022183986e-05,6.77343289601868,0.42604634450119383
31,,,1426.8494366199996,35132.44306184819,42090.205754488066,61998.32554748449,0.5666676116105792,0.6788926214184801,-0.5144000000000359,349.560600000001,1.0,97,2,33,0,0,0,0,0,0,33,2,33,94,0,0,0,0,0.12036843118088658,0.8239464897379938,1.9323809056584458e-05,7.326936668162172,0.3304926126455847
32,,,1470.8756513679996,31168.996441310876,41036.85475300402,51409.57441832835,0.6062877740959983,0.7982336990203466,-0.4978000000000337,360.37960000000123,1.0,100,2,34,0,0,0,0,0,0,34,2,34,97,0,0,0,0,0.08044735952591751,0.7952453300596739,2.560986204747936e-05,6.799949101899383,0.5064930099820466
33,,,1514.9018661159994,33865.43068419311,41247.08553401754,50574.500900112515,0.6696147283999746,0.8155707876481639,-0.48120000000002977,371.1986000000015,1.0,103,2,35,0,0,0,0,0,0,35,2,35,100,0,0,0,0,0.05326030354544752,0.7427086343310062,2.4082693506946495e-05,6.756293464174129,0.5867660456563878
34,,,1558.9280808639992,30825.209080720557,52104.961418113875,54811.699176395705,0.5623837528101159,0.9506175178118275,-0.4646000000000223,382.0176000000017,1.0,106,2,36,0,0,0,0,0,0,36,2,36,103,0,0,0,0,0.10915676748901541,0.8268763599083061,3.0838964151791776e-05,6.9722641236884275,0.6143023773713031
35,,,1602.9542956119992,33193.39110767186,46511.79615356292,60610.218723542916,0.5476533793595848,0.7673919865842074,-0.4480000000000148,392.836600000002,1.0,109,2,37,0,0,0,0,0,0,37,2,37,106,0,0,0,0,0.11456767586820706,0.8367053101755878,2.311881856526684e-05,6.9397595317653495,0.4093015841789032
36,,,1646.9805103599992,40372.16602738062,62828.20364740298,73612.51990139615,0.5484415705570067,0.8534988848576472,-0.4314000000000073,403.65560000000227,1.0,112,2,38,0,0,0,0,0,0,38,2,38,109,0,0,0,0,0.11038655162777666,0.8361888803882552,2.1140775163730372e-05,7.685348354362045,0.5050013428603827
37,,,1691.006725107999,34849.705720759084,57004.72669740806,70974.35428979457,0.49101828497748146,0.8031735866824898,-0.4148,414.4746000000025,1.0,115,2,39,0,0,0,0,0,0,39,2,39,112,0,0,0,0,0.1501881816549023,0.8711492660949516,2.30467824640499e-05,7.278507662446824,0.38436968659384996
38,,,1735.0329398559988,30150.22152687563,70564.56213298085,77692.13392627223,0.38807302622794976,0.9082587717302854,-0.3981999999999943,425.29360000000264,1.0,118,2,40,0,0,0,0,0,0,40,2,40,115,0,0,0,0,0.24784637537941512,0.9216286271130477,3.012444770665024e-05,7.5214238448723245,0.38924876572819994
39,,,1779.0591546039989,30997.99673010615,66309.68556223519,70506.87353152692,0.43964503285265516,0.9404712227466026,-0.3815999999999859,436.11260000000266,1.0,121,2,41,0,0,0,0,0,0,41,2,41,118,0,0,0,0,0.20066122273773362,0.8981716122701651,3.033974198188071e-05,7.203879303833611,0.4802628292563559
40,,,1823.085369351999,36424.33054859045,72241.20460941033,80428.625494983,0.4528776952785614,0.8982026506708933,-0.3649999999999784,446.9316000000027,1.0,124,2,42,0,0,0,0,0,0,42,2,42,121,0,0,0,0,0.18381278732112,0.8915726516213799,2.4659414109826436e-05,7.554072600093923,0.447059860301242
41,,,1867.1115840999987,42523.234401018904,66948.54583631514,76259.584510632,0.5576116716855489,0.8779033647499256,-0.3483999999999709,457.7506000000027,1.0,127,2,43,0,0,0,0,0,0,43,2,43,124,0,0,0,0,0.10560211122079687,0.8301019356681729,2.0645263162975437e-05,7.397788889124854,0.5377407320774069
42,,,1911.1377988479987,55661.03896792131,69697.45677605284,76866.06400350093,0.7241302086885336,0.9067389839666881,-0.3317999999999634,468.5696000000027,1.0,130,2,44,0,0,0,0,0,0,44,2,44,127,0,0,0,0,0.034139475411672934,0.6896632807861389,1.629037116050352e-05,7.629820026262541,0.7184772387486658
43,,,1955.1640135959985,50753.80706980696,65724.43002545994,77441.78587029864,0.6553801219771798,0.8486946586631768,-0.3151999999999559,479.3886000000027,1.0,133,2,45,0,0,0,0,0,0,45,2,45,130,0,0,0,0,0.057102241571291894,0.7552992093979558,1.67217930567431e-05,7.386896682002594,0.6038766677506048
44,,,1999.1902283439986,49379.58483113795,62279.10739314569,72383.8810065062,0.6821903460343538,0.8604002234633945,-0.29859999999994863,490.20760000000274,1.0,136,2,46,0,0,0,0,0,0,46,2,46,133,0,0,0,0,0.047101415654954605,0.7311746246810871,1.742420934492832e-05,7.116613489782909,0.6379613183162978
